Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Day,Month,Year,DayOfWeek
2010-04-20 00:00:00-04:00,0.795102380879593,0.8156475275841587,0.7895829799067645,0.8099744915962219,2922000,0.0,0.0,0.0,20,4,2010,Tuesday
2010-04-21 00:00:00-04:00,0.8156477918568877,0.8335858645381989,0.7488011860907507,0.7846773862838745,5772000,0.0,0.0,0.0,21,4,2010,Wednesday
2010-04-22 00:00:00-04:00,0.7693451253189326,0.8315922012644338,0.7334689357198818,0.8289861083030701,6594000,0.0,0.0,0.0,22,4,2010,Thursday
2010-04-23 00:00:00-04:00,0.842631193271876,0.842631193271876,0.7990894207184944,0.8326658606529236,3600000,0.0,0.0,0.0,23,4,2010,Friday
2010-04-26 00:00:00-04:00,0.8401777106337274,0.8628689790925697,0.834198336260839,0.840025007724762,3846000,0.0,0.0,0.0,26,4,2010,Monday
2010-04-27 00:00:00-04:00,0.8049151587923162,0.8338920878403695,0.7506408654771421,0.7530942559242249,5112000,0.0,0.0,0.0,27,4,2010,Tuesday
2010-04-28 00:00:00-04:00,0.7684254943851132,0.8087485596441087,0.729943198798227,0.7681191563606262,6864000,0.0,0.0,0.0,28,4,2010,Wednesday
2010-04-29 00:00:00-04:00,0.7684252519061149,0.7972494741437623,0.7593798665557235,0.7944898009300232,5838000,0.0,0.0,0.0,29,4,2010,Thursday
2010-04-30 00:00:00-04:00,0.7742520281001858,0.7742520281001858,0.6856341065994035,0.6873211860656738,10104000,0.0,0.0,0.0,30,4,2010,Friday
2010-05-03 00:00:00-04:00,0.6969801936604798,0.7488010975279843,0.6969801936604798,0.7379158735275269,4926000,0.0,0.0,0.0,3,5,2010,Monday
2010-05-04 00:00:00-04:00,0.7225838661301541,0.7225838661301541,0.6083622911978914,0.6402525305747986,19164000,0.0,0.0,0.0,4,5,2010,Tuesday
2010-05-05 00:00:00-04:00,0.6301336104627894,0.6492979654869305,0.5901178208776057,0.6197083592414856,7920000,0.0,0.0,0.0,5,5,2010,Wednesday
2010-05-06 00:00:00-04:00,0.6132690347957995,0.6399462654439879,0.3832932838236205,0.5669666528701782,17448000,0.0,0.0,0.0,6,5,2010,Thursday
2010-05-07 00:00:00-04:00,0.5519418507843507,0.5686536920057703,0.47313650337300894,0.5324702262878418,12372000,0.0,0.0,0.0,7,5,2010,Friday
2010-05-10 00:00:00-04:00,0.625533938407898,0.6279873283277237,0.5950235166649762,0.625533938407898,7206000,0.0,0.0,0.0,10,5,2010,Monday
2010-05-11 00:00:00-04:00,0.5921112291279768,0.6462318888552913,0.5845984094897636,0.6135753393173218,27720000,0.0,0.0,0.0,11,5,2010,Tuesday
2010-05-12 00:00:00-04:00,0.6236943562511549,0.6666235158965185,0.6236943562511549,0.6634038686752319,42330000,0.0,0.0,0.0,12,5,2010,Wednesday
2010-05-13 00:00:00-04:00,0.6456183309429,0.6722955051123068,0.6029964488498458,0.6114292144775391,28992000,0.0,0.0,0.0,13,5,2010,Thursday
2010-05-14 00:00:00-04:00,0.5970170358535439,0.5970170358535439,0.5221985822257627,0.5556213855743408,15846000,0.0,0.0,0.0,14,5,2010,Friday
2010-05-17 00:00:00-04:00,0.5438163363953578,0.5839848302681198,0.5243447654439483,0.5786190629005432,19140000,0.0,0.0,0.0,17,5,2010,Monday
2010-05-18 00:00:00-04:00,0.5928774733205743,0.6028427502304841,0.5235784243660221,0.5313975811004639,16128000,0.0,0.0,0.0,18,5,2010,Tuesday
2010-05-19 00:00:00-04:00,0.5287905162977208,0.5557749556975224,0.5028805350827932,0.5398293733596802,21306000,0.0,0.0,0.0,19,5,2010,Wednesday
2010-05-20 00:00:00-04:00,0.49828106511635595,0.5300177200393656,0.46393743974175133,0.49582767486572266,10638000,0.0,0.0,0.0,20,5,2010,Thursday
2010-05-21 00:00:00-04:00,0.4752836551208213,0.5510220198124278,0.46347760542985084,0.5281780958175659,11220000,0.0,0.0,0.0,21,5,2010,Friday
2010-05-24 00:00:00-04:00,0.5177518668757929,0.5379897500471615,0.49705401062965393,0.49705401062965393,10944000,0.0,0.0,0.0,24,5,2010,Monday
2010-05-25 00:00:00-04:00,0.4547383603990637,0.5083999972302805,0.43695387303696975,0.5082463622093201,10818000,0.0,0.0,0.0,25,5,2010,Tuesday
2010-05-26 00:00:00-04:00,0.5338500677988349,0.5553151088369022,0.5027270193949553,0.5056403279304504,14250000,0.0,0.0,0.0,26,5,2010,Wednesday
2010-05-27 00:00:00-04:00,0.5448889700201847,0.5833721926173299,0.5372233924600601,0.5826050043106079,10578000,0.0,0.0,0.0,27,5,2010,Thursday
2010-05-28 00:00:00-04:00,0.5893514365970133,0.5893514365970133,0.5309375608681284,0.5545477867126465,9288000,0.0,0.0,0.0,28,5,2010,Friday
2010-06-01 00:00:00-04:00,0.551021802319902,0.5714133142305399,0.5168318152427673,0.5168318152427673,4530000,0.0,0.0,0.0,1,6,2010,Tuesday
2010-06-02 00:00:00-04:00,0.5352299894856162,0.5726396868095682,0.5189789975145063,0.5720261335372925,11094000,0.0,0.0,0.0,2,6,2010,Wednesday
2010-06-03 00:00:00-04:00,0.5822987513545786,0.6006967981513348,0.5657404873052964,0.5939511656761169,9102000,0.0,0.0,0.0,3,6,2010,Thursday
2010-06-04 00:00:00-04:00,0.5786189791894,0.5799988433031572,0.5082464028621956,0.5166791677474976,13650000,0.0,0.0,0.0,4,6,2010,Friday
2010-06-07 00:00:00-04:00,0.524191037590676,0.5317039111005466,0.4553519626378658,0.4590315818786621,18312000,0.0,0.0,0.0,7,6,2010,Monday
2010-06-08 00:00:00-04:00,0.4616377382871232,0.46378479084323126,0.4202420846902147,0.4539721608161926,12504000,0.0,0.0,0.0,8,6,2010,Tuesday
2010-06-09 00:00:00-04:00,0.46639081369272894,0.49536773940782425,0.4392536427412423,0.4449266791343689,8634000,0.0,0.0,0.0,9,6,2010,Wednesday
2010-06-10 00:00:00-04:00,0.46853700629000156,0.4955214510930522,0.4613314018249625,0.49383431673049927,9504000,0.0,0.0,0.0,10,6,2010,Thursday
2010-06-11 00:00:00-04:00,0.47650977043120646,0.5171391107113291,0.4722165976811848,0.5149920582771301,6510000,0.0,0.0,0.0,11,6,2010,Friday
2010-06-14 00:00:00-04:00,0.5398293506732034,0.5542414882302147,0.5235783632166318,0.5248045921325684,6924000,0.0,0.0,0.0,14,6,2010,Monday
2010-06-15 00:00:00-04:00,0.5366096857855919,0.6160285667201768,0.5366096857855919,0.6121953129768372,14508000,0.0,0.0,0.0,15,6,2010,Tuesday
2010-06-16 00:00:00-04:00,0.5991632530647178,0.6344268313778093,0.5832185984029365,0.620628297328949,14226000,0.0,0.0,0.0,16,6,2010,Wednesday
2010-06-17 00:00:00-04:00,0.6328933254555071,0.6342731348623056,0.5852119593723105,0.6166414022445679,8724000,0.0,0.0,0.0,17,6,2010,Thursday
2010-06-18 00:00:00-04:00,0.6195546410631876,0.6278337707227452,0.6040699078847028,0.6125017404556274,4656000,0.0,0.0,0.0,18,6,2010,Friday
2010-06-21 00:00:00-04:00,0.639946241498799,0.6560445300310217,0.5850583377099292,0.5962508320808411,9054000,0.0,0.0,0.0,21,6,2010,Monday
2010-06-22 00:00:00-04:00,0.599163100114609,0.6227742589644718,0.5596072906732024,0.564820408821106,9888000,0.0,0.0,0.0,22,6,2010,Tuesday
2010-06-23 00:00:00-04:00,0.570339781825537,0.5910375765904012,0.5395230213112413,0.5697262287139893,8076000,0.0,0.0,0.0,23,6,2010,Wednesday
2010-06-24 00:00:00-04:00,0.5597609236591946,0.5617543408126133,0.5131522141014677,0.5200514793395996,11754000,0.0,0.0,0.0,24,6,2010,Thursday
2010-06-25 00:00:00-04:00,0.5260307638137773,0.5275642077576447,0.49368144048434,0.5217384696006775,8718000,0.0,0.0,0.0,25,6,2010,Friday
2010-06-28 00:00:00-04:00,0.516525630914947,0.5448890101900945,0.508552837495291,0.527870774269104,4248000,0.0,0.0,0.0,28,6,2010,Monday
2010-06-29 00:00:00-04:00,0.5010407890474396,0.5010407890474396,0.44691920345188396,0.4559655487537384,23970000,0.0,0.0,0.0,29,6,2010,Tuesday
2010-06-30 00:00:00-04:00,0.4585716551342159,0.4734437137942316,0.43020830672552707,0.43388789892196655,10842000,0.0,0.0,0.0,30,6,2010,Wednesday
2010-07-01 00:00:00-04:00,0.43695395115749935,0.44737922966764143,0.3996978905576891,0.43557411432266235,10716000,0.0,0.0,0.0,1,7,2010,Thursday
2010-07-02 00:00:00-04:00,0.4364939205144823,0.44293324006838347,0.40874319777708673,0.4302082359790802,7032000,0.0,0.0,0.0,2,7,2010,Friday
2010-07-06 00:00:00-04:00,0.4559655610993354,0.4645510015432164,0.4184022338561142,0.42944106459617615,24060000,0.0,0.0,0.0,6,7,2010,Tuesday
2010-07-07 00:00:00-04:00,0.4295948318116456,0.4976676743050091,0.4295948318116456,0.49690136313438416,13650000,0.0,0.0,0.0,7,7,2010,Wednesday
2010-07-08 00:00:00-04:00,0.515299364111262,0.515299364111262,0.4697641719960303,0.4932217001914978,14706000,0.0,0.0,0.0,8,7,2010,Thursday
2010-07-09 00:00:00-04:00,0.4953678392137158,0.5117724664244335,0.48494258753471453,0.5102398991584778,7512000,0.0,0.0,0.0,9,7,2010,Friday
2010-07-12 00:00:00-04:00,0.512692355589045,0.535537263408561,0.5068666151383421,0.529710590839386,8718000,0.0,0.0,0.0,12,7,2010,Monday
2010-07-13 00:00:00-04:00,0.5488757486133122,0.5691136279508764,0.539369457433901,0.5637469291687012,11688000,0.0,0.0,0.0,13,7,2010,Tuesday
2010-07-14 00:00:00-04:00,0.5887379607145218,0.5948709710767673,0.5476486445582601,0.5585348010063171,16902000,0.0,0.0,0.0,14,7,2010,Wednesday
2010-07-15 00:00:00-04:00,0.5510219038533386,0.5571549139649944,0.5225049475710293,0.5513282418251038,11166000,0.0,0.0,0.0,15,7,2010,Thursday
2010-07-16 00:00:00-04:00,0.5412092450877127,0.5448888641609992,0.49797381692994613,0.49889370799064636,7878000,0.0,0.0,0.0,16,7,2010,Friday
2010-07-19 00:00:00-04:00,0.5146856308940561,0.5386031263100949,0.5033404911235365,0.5366097092628479,7908000,0.0,0.0,0.0,19,7,2010,Monday
2010-07-20 00:00:00-04:00,0.4962877053932236,0.5382969122175411,0.47804329655552275,0.5381432771682739,14142000,0.0,0.0,0.0,20,7,2010,Tuesday
2010-07-21 00:00:00-04:00,0.5484158149283715,0.5484158149283715,0.5019606828817783,0.5054866671562195,10890000,0.0,0.0,0.0,21,7,2010,Wednesday
2010-07-22 00:00:00-04:00,0.5136122053210315,0.562674311963214,0.5136122053210315,0.5517882108688354,10308000,0.0,0.0,0.0,22,7,2010,Thursday
2010-07-23 00:00:00-04:00,0.5473422624260803,0.5662002213588554,0.5333900419639167,0.5623670220375061,7092000,0.0,0.0,0.0,23,7,2010,Friday
2010-07-26 00:00:00-04:00,0.5626743381627947,0.5858246510638034,0.5456561583269066,0.5826050043106079,8622000,0.0,0.0,0.0,26,7,2010,Monday
2010-07-27 00:00:00-04:00,0.595330852556606,0.595330852556606,0.5632869283459103,0.5706461668014526,10470000,0.0,0.0,0.0,27,7,2010,Tuesday
2010-07-28 00:00:00-04:00,0.5634405722155347,0.5763192122995902,0.5320102555042518,0.5410565733909607,17106000,0.0,0.0,0.0,28,7,2010,Wednesday
2010-07-29 00:00:00-04:00,0.5471886180753799,0.5482621441551028,0.487702146840453,0.5082463622093201,24666000,0.0,0.0,0.0,29,7,2010,Thursday
2010-07-30 00:00:00-04:00,0.49644129489243427,0.501960696586003,0.46700439447591663,0.49230170249938965,13908000,0.0,0.0,0.0,30,7,2010,Friday
2010-08-02 00:00:00-04:00,0.5171393322973638,0.5258784392947136,0.49874128156254266,0.5183655619621277,19812000,0.0,0.0,0.0,2,8,2010,Monday
2010-08-03 00:00:00-04:00,0.5185189199624515,0.5195915139475503,0.48969469748087924,0.5027269721031189,11742000,0.0,0.0,0.0,3,8,2010,Tuesday
2010-08-04 00:00:00-04:00,0.5044131691489359,0.5189789442706064,0.4896947459365796,0.51744544506073,8508000,0.0,0.0,0.0,4,8,2010,Wednesday
2010-08-05 00:00:00-04:00,0.5145322381258941,0.5215850857489659,0.49981375717629545,0.5050268769264221,7224000,0.0,0.0,0.0,5,8,2010,Thursday
2010-08-06 00:00:00-04:00,0.4956741183686766,0.5160655783718879,0.48678231229913965,0.5056403279304504,7914000,0.0,0.0,0.0,6,8,2010,Friday
2010-08-09 00:00:00-04:00,0.5093201391188668,0.5212788932636798,0.49674783153679225,0.5139196515083313,7584000,0.0,0.0,0.0,9,8,2010,Monday
2010-08-10 00:00:00-04:00,0.49828119810158694,0.49828119810158694,0.4607178615305349,0.47451645135879517,18732000,0.0,0.0,0.0,10,8,2010,Tuesday
2010-08-11 00:00:00-04:00,0.4440067794542038,0.44446672499001777,0.4053708609714503,0.4173296093940735,30720000,0.0,0.0,0.0,11,8,2010,Wednesday
2010-08-12 00:00:00-04:00,0.3877391656407368,0.40613723805130747,0.3740942395375189,0.4006178081035614,27768000,0.0,0.0,0.0,12,8,2010,Thursday
2010-08-13 00:00:00-04:00,0.4026111703889437,0.413496365573239,0.38773908594193435,0.38850536942481995,9888000,0.0,0.0,0.0,13,8,2010,Friday
2010-08-16 00:00:00-04:00,0.38482575358349386,0.40460365902733564,0.37562673289617104,0.39249223470687866,15528000,0.0,0.0,0.0,16,8,2010,Monday
2010-08-17 00:00:00-04:00,0.4076706211566958,0.4213155442851049,0.398777911181097,0.4075169861316681,14430000,0.0,0.0,0.0,17,8,2010,Tuesday
2010-08-18 00:00:00-04:00,0.411196644713773,0.42729495953349866,0.40307114955084083,0.421161949634552,10218000,0.0,0.0,0.0,18,8,2010,Wednesday
2010-08-19 00:00:00-04:00,0.41625603869306466,0.4225417505727297,0.3944847176486463,0.400004118680954,11196000,0.0,0.0,0.0,19,8,2010,Thursday
2010-08-20 00:00:00-04:00,0.4036837690015704,0.4165624089642752,0.396171855004736,0.40460366010665894,8682000,0.0,0.0,0.0,20,8,2010,Friday
2010-08-23 00:00:00-04:00,0.41610243431720007,0.417942243813979,0.38988521067239534,0.39034515619277954,15390000,0.0,0.0,0.0,23,8,2010,Monday
2010-08-24 00:00:00-04:00,0.3747068295193911,0.3832932295076127,0.3616754861544867,0.37056729197502136,13998000,0.0,0.0,0.0,24,8,2010,Tuesday
2010-08-25 00:00:00-04:00,0.36535513656707036,0.38651290873158756,0.35186291436827855,0.38175976276397705,19578000,0.0,0.0,0.0,25,8,2010,Wednesday
2010-08-26 00:00:00-04:00,0.3885053397491153,0.3906523918281706,0.35600240475710504,0.35998836159706116,15816000,0.0,0.0,0.0,26,8,2010,Thursday
2010-08-27 00:00:00-04:00,0.37087453937284415,0.3855929897047206,0.34159034162720103,0.38145342469215393,22824000,0.0,0.0,0.0,27,8,2010,Friday
2010-08-30 00:00:00-04:00,0.37593398640333153,0.3809934424445465,0.3532427445521965,0.35385632514953613,11874000,0.0,0.0,0.0,30,8,2010,Monday
2010-08-31 00:00:00-04:00,0.3510966447876806,0.3583022494318756,0.32641198228072366,0.331318736076355,17046000,0.0,0.0,0.0,31,8,2010,Tuesday
2010-09-01 00:00:00-04:00,0.3448099939206802,0.3730206659567228,0.3448099939206802,0.36213546991348267,21294000,0.0,0.0,0.0,1,9,2010,Wednesday
2010-09-02 00:00:00-04:00,0.3682675189802735,0.38620564341545105,0.3609083074225504,0.38620564341545105,32310000,0.0,0.0,0.0,2,9,2010,Thursday
2010-09-03 00:00:00-04:00,0.401384091930518,0.411656640775142,0.38329328962858383,0.4029175639152527,39972000,0.0,0.0,0.0,3,9,2010,Friday
2010-09-07 00:00:00-04:00,0.399391529988022,0.4024575688779481,0.37716023268721893,0.3811461627483368,24540000,0.0,0.0,0.0,7,9,2010,Tuesday
2010-09-08 00:00:00-04:00,0.38283328795202537,0.38528574633428087,0.364127974229308,0.3748604953289032,55176000,0.0,0.0,0.0,8,9,2010,Wednesday
2010-09-09 00:00:00-04:00,0.38896534207811817,0.3898852606520538,0.37194713632039045,0.3763939440250397,16536000,0.0,0.0,0.0,9,9,2010,Thursday
2010-09-10 00:00:00-04:00,0.3730206085615437,0.37777375353562015,0.3455771564098341,0.3616754412651062,50568000,0.0,0.0,0.0,10,9,2010,Friday
2010-09-13 00:00:00-04:00,0.37256074537853356,0.3984716638204772,0.3721007997640766,0.3975517451763153,34164000,0.0,0.0,0.0,13,9,2010,Monday
2010-09-14 00:00:00-04:00,0.39402479606030094,0.42468882846418154,0.3829859384948298,0.41702234745025635,29940000,0.0,0.0,0.0,14,9,2010,Tuesday
2010-09-15 00:00:00-04:00,0.4084369192443566,0.41472260427177665,0.396938115802512,0.41380271315574646,20400000,0.0,0.0,0.0,15,9,2010,Wednesday
2010-09-16 00:00:00-04:00,0.4055236204425031,0.42407529880787875,0.40291752705671957,0.4225418269634247,15978000,0.0,0.0,0.0,16,9,2010,Thursday
2010-09-17 00:00:00-04:00,0.4286748593864816,0.43051466941512745,0.41625616225455964,0.4228491187095642,14418000,0.0,0.0,0.0,17,9,2010,Friday
2010-09-20 00:00:00-04:00,0.4230017271896758,0.4303609656608115,0.41012308728043245,0.4279084801673889,39192000,0.0,0.0,0.0,20,9,2010,Monday
2010-09-21 00:00:00-04:00,0.4263749907368401,0.43618759158069803,0.4210091971349335,0.42499515414237976,18630000,0.0,0.0,0.0,21,9,2010,Tuesday
2010-09-22 00:00:00-04:00,0.41959656176689064,0.42373731884417376,0.3979726203291414,0.40748071670532227,25320000,0.000133,0.0,0.0,22,9,2010,Wednesday
2010-09-23 00:00:00-04:00,0.39613228289094354,0.43646599112333173,0.3884645260001618,0.4153021275997162,21150000,0.0,0.0,0.0,23,9,2010,Thursday
2010-09-24 00:00:00-04:00,0.4340128524431948,0.4671389112033897,0.4340128524431948,0.4646848142147064,25266000,0.0,0.0,0.0,24,9,2010,Friday
2010-09-27 00:00:00-04:00,0.46821180091818865,0.4694393155710838,0.45134237325024684,0.45670971274375916,20460000,0.0,0.0,0.0,27,9,2010,Monday
2010-09-28 00:00:00-04:00,0.46223070229554636,0.4806340981491437,0.4433672832476769,0.47802725434303284,25440000,0.0,0.0,0.0,28,9,2010,Tuesday
2010-09-29 00:00:00-04:00,0.46928572836115906,0.4993448427963928,0.46928572836115906,0.48860928416252136,31692000,0.0,0.0,0.0,29,9,2010,Wednesday
2010-09-30 00:00:00-04:00,0.4962769160668484,0.506092371317701,0.46453111992146073,0.47802725434303284,36396000,0.0,0.0,0.0,30,9,2010,Thursday
2010-10-01 00:00:00-04:00,0.48968305233700476,0.4927499469520578,0.46207798425580254,0.47296634316444397,24258000,0.0,0.0,0.0,1,10,2010,Friday
2010-10-04 00:00:00-04:00,0.4702057868408919,0.4705122130186792,0.43784626104901925,0.4536427855491638,25332000,0.0,0.0,0.0,4,10,2010,Monday
2010-10-05 00:00:00-04:00,0.46315085221881486,0.4863087622998433,0.46315085221881486,0.4820142984390259,24222000,0.0,0.0,0.0,5,10,2010,Tuesday
2010-10-06 00:00:00-04:00,0.48155428413007534,0.482321693362136,0.44858190367611883,0.46545135974884033,22194000,0.0,0.0,0.0,6,10,2010,Wednesday
2010-10-07 00:00:00-04:00,0.4643783489184713,0.472199812317587,0.44934832929509894,0.4656049311161041,20838000,0.0,0.0,0.0,7,10,2010,Thursday
2010-10-08 00:00:00-04:00,0.462384325862142,0.4829344575818816,0.4470478811263795,0.4807876646518707,29346000,0.0,0.0,0.0,8,10,2010,Friday
2010-10-11 00:00:00-04:00,0.48078766305085235,0.5036382120432159,0.48078766305085235,0.4895292818546295,20370000,0.0,0.0,0.0,11,10,2010,Monday
2010-10-12 00:00:00-04:00,0.4833945049507403,0.5060923069909716,0.47480656543956334,0.49995753169059753,18330000,0.0,0.0,0.0,12,10,2010,Tuesday
2010-10-13 00:00:00-04:00,0.5047120397221826,0.5099266041511767,0.48830269243809504,0.5022579431533813,27384000,0.0,0.0,0.0,13,10,2010,Wednesday
2010-10-14 00:00:00-04:00,0.5031783043279985,0.5123800321537234,0.4893757948588571,0.4981174170970917,19338000,0.0,0.0,0.0,14,10,2010,Thursday
2010-10-15 00:00:00-04:00,0.5085464919777234,0.5137601249871546,0.4866151628258466,0.5094666481018066,22374000,0.0,0.0,0.0,15,10,2010,Friday
2010-10-18 00:00:00-04:00,0.5068588503771786,0.5068588503771786,0.48523493556634295,0.4976571798324585,21282000,0.0,0.0,0.0,18,10,2010,Monday
2010-10-19 00:00:00-04:00,0.48201431301480036,0.5027181268451124,0.4611578071314863,0.47680068016052246,37842000,0.0,0.0,0.0,19,10,2010,Tuesday
2010-10-20 00:00:00-04:00,0.47726078139947015,0.4921362468086419,0.4677518060055473,0.4847748875617981,24378000,0.0,0.0,0.0,20,10,2010,Wednesday
2010-10-21 00:00:00-04:00,0.4872289120002979,0.48968300884500626,0.4640710570682404,0.4775671362876892,22062000,0.0,0.0,0.0,21,10,2010,Thursday
2010-10-22 00:00:00-04:00,0.4775671646881534,0.5082391264842607,0.4775671646881534,0.505938708782196,29832000,0.0,0.0,0.0,22,10,2010,Friday
2010-10-25 00:00:00-04:00,0.5137601460291389,0.5312433324879162,0.5137601460291389,0.5225017666816711,12414000,0.0,0.0,0.0,25,10,2010,Monday
2010-10-26 00:00:00-04:00,0.5151401767132926,0.523729046604609,0.4985771538429128,0.5159075856208801,10962000,0.0,0.0,0.0,26,10,2010,Tuesday
2010-10-27 00:00:00-04:00,0.5177482999899565,0.5640630931137619,0.5175946206585919,0.5632966160774231,19632000,0.0,0.0,0.0,27,10,2010,Wednesday
2010-10-28 00:00:00-04:00,0.5648293892984401,0.5682036419318729,0.5438192067084777,0.5646766424179077,13932000,0.0,0.0,0.0,28,10,2010,Thursday
2010-10-29 00:00:00-04:00,0.560075787870838,0.5797057083687274,0.5591556319196073,0.5752585530281067,10818000,0.0,0.0,0.0,29,10,2010,Friday
2010-11-01 00:00:00-04:00,0.5793994321171858,0.5869135382385499,0.5557814683347292,0.5694303512573242,19554000,0.0,0.0,0.0,1,11,2010,Monday
2010-11-02 00:00:00-04:00,0.5798592595634292,0.5892136735774173,0.5720378534359833,0.5804721117019653,11472000,0.0,0.0,0.0,2,11,2010,Tuesday
2010-11-03 00:00:00-04:00,0.5863004221050344,0.5996428728103638,0.5723442417026909,0.5996428728103638,18366000,0.0,0.0,0.0,3,11,2010,Wednesday
2010-11-04 00:00:00-04:00,0.6160524533593569,0.6568462428285768,0.6160524533593569,0.6546995043754578,18684000,0.0,0.0,0.0,4,11,2010,Thursday
2010-11-05 00:00:00-04:00,0.6612941991991272,0.6778572255868728,0.6527053823301309,0.6683482527732849,18162000,0.0,0.0,0.0,5,11,2010,Friday
2010-11-08 00:00:00-05:00,0.6646676537636443,0.6823045174692534,0.6573062956326073,0.6692684888839722,17436000,0.0,0.0,0.0,8,11,2010,Monday
2010-11-09 00:00:00-05:00,0.6692683781613213,0.6712623692201645,0.6367560566800915,0.6438109874725342,14748000,0.0,0.0,0.0,9,11,2010,Tuesday
2010-11-10 00:00:00-05:00,0.6431973609151157,0.6462642552357951,0.6192729745308578,0.6445776224136353,14172000,0.0,0.0,0.0,10,11,2010,Wednesday
2010-11-11 00:00:00-05:00,0.5953488513730284,0.6287812909778221,0.5718845622242188,0.6220337152481079,24570000,0.0,0.0,0.0,11,11,2010,Thursday
